MARCA;MODELO;CC;MM DATA;ABS;MODELO con ABS;Año;KM;Coste;PVP;Margen;Matrícula;Model_id;Fecha
APRILIA;TUONO V4;1077;TUONO V4 1100;NO;TUONO V4 ;2020;19777;8600.00;10490.00;1890.00;8315LGL;67058e64-054a-46db-8efa-4dbd44b74e34;31/07/2024
BMW;F 750 GS;750;F 750 GS ABS;ABS;F 750 GS ABS;2020;5611;8300.00;10490.00;2190.00;3030LGG;fce78aa0-b388-472f-96e9-d5e78aa758b5;31/08/2023
BMW;F 850 GS;850;F 850 GS;NO;F 850 GS ;2019;15000;8120.00;10490.00;2370.00;4792KYC;0b32b1ef-4a10-40e3-bdbe-c42d053df961;09/06/2023
BMW;F 850 GS;850;F 850 GS 2018;NO;F 850 GS ;2019;18000;8400.00;10490.00;2090.00;8516KZC;0b32b1ef-4a10-40e3-bdbe-c42d053df961;29/09/2023
BMW;F 900 XR;895;F 900 XR A2;NO;F 900 XR ;2021;8780;7580.00;10490.00;2910.00;7519LRM;e382e1d3-d8f5-4b54-ac6a-7c1927ac8ac2;15/06/2023
BMW;R 1200 GS;1200;R 1200 ST ;NO;R 1200 GS ;2018;4000;8500.00;10490.00;1990.00;0471KMB;94850003-2ea8-428a-b60e-7e9b3926a4a5;10/07/2023
BMW;R 1200 GS;1170;R 1200 GS;;;2014;49017;8500.00;10490.00;1990.00;8156HXJ;94850003-2ea8-428a-b60e-7e9b3926a4a5;04/10/2024
BMW;R 1200 R;1200;R 1200 R ABS;ABS;R 1200 R ABS;2017;13500;9000.00;10490.00;1490.00;1618KBW;0c2e1590-000d-43a4-b083-4dbb59de16e9;29/05/2023
BMW;R 1200 RS;1200;R 1200 RS;NO;R 1200 RS ;2015;20000;8700.00;10490.00;1790.00;3028JHW;08b55f6a-70cc-4400-857d-aa3dcb388273;04/06/2024
BMW;R 1200 RS;1170;R 1200 RS;;;2015;20000;8700.00;10490.00;1790.00;3028JHW;08b55f6a-70cc-4400-857d-aa3dcb388273;08/08/2024
BMW;R NINE T;1170;R NINET SCRAMBLER ABS;ABS;R NINE T ABS;2016;15000;8575.00;10490.00;1915.00;9494JVR;f8585d56-b642-4b8d-a63d-426a6bba013a;25/05/2023
BMW;S 1000 R;1000;S 1000 R;NO;S 1000 R ;2018;46560;8500.00;10490.00;1990.00;0963KLT;b11227d1-c796-4942-8350-80625be305d5;28/03/2023
BMW;S 1000 R;1000;S 1000 R 2014;NO;S 1000 R ;2016;18000;8200.00;10490.00;2290.00;1632JSM;b11227d1-c796-4942-8350-80625be305d5;18/08/2023
DUCATI;DIAVEL 1198;1198;DIAVEL 1198;;;2015;9000;8500.00;10490.00;1990.00;8385JCN;ZZZZZZZ;25/09/2024
DUCATI;MONSTER 1200;1200;MONSTER 1200;NO;MONSTER 1200 ;2019;23190;10000.00;10490.00;490.00;9283KVK;99da3946-49d9-4025-b95c-12dcf21e280a;02/06/2023
DUCATI;MONSTER 1200;1200;MONSTER 1200 2018;NO;MONSTER 1200 ;2019;21000;9000.00;10490.00;1490.00;3913LDK;99da3946-49d9-4025-b95c-12dcf21e280a;28/09/2023
DUCATI;SUPERSPORT 950;950;SUPERSPORT 950;NO;SUPERSPORT 950 ;2017;17000;8000.00;10490.00;2490.00;4332KCK;ae31699c-8be0-4e6a-86eb-ffa0f8bdc32b;12/01/2024
HARLEY DAVIDSON;TOURING;1584;TOURING;;;2008;58476;7590.00;10490.00;2900.00;4979GBC;ZZZZZZZ;13/08/2024
HONDA;CB 1000 R;1000;CB1000R;NO;CB 1000 R ;2020;4379;10400.00;10490.00;90.00;2244LJV;abac4782-1ff2-4b6f-8df8-e14752cc1ff5;30/06/2022
HONDA;CMX 1100 REBEL;1084;CMX 1100 REBEL;;;2023;1400;10500.00;10490.00;-10.00;7968MJW;e3ab6bd6-24c1-4111-8fec-99e2338f947d;17/09/2024
HONDA;CRF AFRICA TWIN 1000;1000;CRF1000L Africa Twin DCT;NO;CRF AFRICA TWIN 1000 ;2019;46400;8800.00;10490.00;1690.00;9927KTL;deb620c0-a5bf-4051-8256-1c014e92af79;04/04/2023
HONDA;CRF AFRICA TWIN 1000;998;CRF 1000 L AFRICA TWIN;NO;CRF AFRICA TWIN 1000 ;2018;45806;8500.00;10490.00;1990.00;4487KLG;deb620c0-a5bf-4051-8256-1c014e92af79;21/05/2024
HONDA;CRF AFRICA TWIN 1100;1000;CRF 1100 ADVENTURE L AFRICA TWIN SPECIAL EDITION;NO;CRF AFRICA TWIN 1100 ;2021;80000;7800.00;10490.00;2690.00;0883LMG;be9ca6ff-be29-4f29-ade2-8100d93ba667;11/12/2023
HONDA;CRF AFRICA TWIN 1100;1000;CRF 1100 ADVENTURE L AFRICA TWIN SPECIAL EDITION;NO;CRF AFRICA TWIN 1100 ;2021;80000;7800.00;10490.00;2690.00;0883LMG;be9ca6ff-be29-4f29-ade2-8100d93ba667;11/12/2023
HONDA;FORZA 750;750;FORZA 750 2020;NO;FORZA 750 ;2022;2900;9000.00;10490.00;1490.00;1437LWT;0b0a49e9-8096-42ac-ad0d-5fdd084bab14;23/10/2023
HONDA;FORZA 750;750;FORZA 750;NO;FORZA 750 ;2023;3400;8900.00;10490.00;1590.00;5563MGL;0b0a49e9-8096-42ac-ad0d-5fdd084bab14;31/01/2024
HONDA;X-ADV 750;750;X-ADV 750 ;NO;X-ADV 750 ;2021;36136;9000.00;10490.00;1490.00;1945LNG;8452937f-3bc2-43fd-9fa5-226bde0c1166;03/05/2023
KAWASAKI;Z 1000;1000;Z 1000 SX;NO;Z 1000 ;2018;14800;8000.00;10490.00;2490.00;6540KHK;a157226b-13c4-4350-b11b-7bcc0be51761;12/06/2023
KAWASAKI;Z 1000;1000;Z 1000 ABS;ABS;Z 1000 ABS;2019;16680;8750.00;10490.00;1740.00;6734LCP;a157226b-13c4-4350-b11b-7bcc0be51761;19/06/2023
KTM;ADVENTURE 1090;1090;1090 ADVENTURE R;NO;ADVENTURE 1090 ;2017;21968;10000.00;10490.00;490.00;0768KDL;e06ab49d-b4ba-4bde-a664-3d6162efcab6;30/05/2023
KTM;ADVENTURE 790;790;790 ADVENTURE;NO;ADVENTURE 790 ;2019;9500;8500.00;10490.00;1990.00;8405KYH;4375d740-cac3-4dc1-aaaa-205afc4447dc;10/01/2024
MV AGUSTA;F3 675;675;F3 675 EAS;NO;F3 675 ;2017;28272;8500.00;10490.00;1990.00;5435JMJ;00eec073-814f-4341-bdb4-5119b30bc9fe;21/07/2023
MV AGUSTA;F3 675;675;F3 675;NO;F3 675 ;2021;3500;8300.00;10490.00;2190.00;8004LMF;00eec073-814f-4341-bdb4-5119b30bc9fe;12/06/2024
MV AGUSTA;F3 675;675;F3 675;NO;F3 675 ;2021;3500;8300.00;10490.00;2190.00;8004LMF;00eec073-814f-4341-bdb4-5119b30bc9fe;12/06/2024
SUZUKI;GSX-S 1000;999;GSX-S 1000;;;2021;3617;9000.00;10490.00;1490.00;4809LTS;7300c937-389a-40fc-a720-364b4d178230;19/09/2024
SUZUKI;V-STROM 1050;1050;V-Strom 1050;NO;V-STROM 1050 ;2020;12000;9000.00;10490.00;1490.00;1176LLN;5ec49a39-3747-493d-b25e-d2910ea7e7ea;24/02/2023
TRIUMPH;THRUXTON 1200;1200;THRUXTON 1200;NO;THRUXTON 1200 ;2019;10300;9000.00;10490.00;1490.00;8037LBR;edcc9022-cae0-4b71-9aef-03f713f4ae11;31/05/2024
TRIUMPH;TIGER 800;800;TIGER 800 XRX LOW ABS;ABS;TIGER 800 ABS;2019;20000;8700.00;10490.00;1790.00;5510KWC;7cbf1061-7521-4d64-8524-61d6a010a10f;31/08/2023
YAMAHA;MT 09 SP;889;MT 09;;;2024;339;9300.00;10490.00;1190.00;9530MNY;48bff86f-b7db-4a4f-a6a3-e33ce540952d;09/08/2024
YAMAHA;T-MAX 560;560;T-MAX 560;NO;T-MAX 560 ;2022;10406;9500.00;10490.00;990.00;4205LVV;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;18/04/2024
YAMAHA;T-MAX 560;560;T-MAX 560;NO;T-MAX 560 ;2022;10406;9500.00;10490.00;990.00;4205LVV;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;06/06/2024
YAMAHA;TRACER 900;900;TRACER 900;NO;TRACER 900 ;2020;6453;9000.00;10490.00;1490.00;8287LKF;74fb6c7b-b67c-4d0b-b0ac-963c1e7e4a93;14/01/2022
YAMAHA;TRACER 900;900;Tracer 900 GT;NO;TRACER 900 ;2018;29000;9300.00;10490.00;1190.00;1624KPF;74fb6c7b-b67c-4d0b-b0ac-963c1e7e4a93;09/05/2023
YAMAHA;TRACER 900;900;Tracer 900 GT ;NO;TRACER 900 ;2019;22223;8860.00;10490.00;1630.00;7827KZR;74fb6c7b-b67c-4d0b-b0ac-963c1e7e4a93;12/05/2023
YAMAHA;XSR 900;900;XSR 900;NO;XSR 900 ;2022;7100;9500.00;10490.00;990.00;5939LYJ;4b60f603-9fd6-438b-a9e0-10818e263244;14/03/2023
BMW;F 850 GS;853;F 850 GS;;;2021;5325;8800.00;10499.00;1699.00;1902LPV;0b32b1ef-4a10-40e3-bdbe-c42d053df961;22/11/2024
YAMAHA;MT 09 SP;889;MT 09;;;2024;138;9300.00;10499.00;1199.00;0729MVN;48bff86f-b7db-4a4f-a6a3-e33ce540952d;18/10/2024
YAMAHA;TENERE 700;689;TENERE 700;;;2024;5957;9200.00;10499.00;1299.00;3358MNW;a7527a89-a55d-42c8-955c-420209d14143;31/10/2024
YAMAHA;T-MAX 560;562;T-MAX 560;;;2020;9768;9400.00;10499.00;1099.00;7765LKL;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;31/10/2024
HONDA;FORZA 250;250;FORZA 250;NO;FORZA 250 ;2008;27989;700.00;1050.00;350.00;1056GBS;6bdb44dd-8eaa-4719-a6f2-7cb89974cc9a;21/07/2022
SUZUKI;MARAUDER 125;125;MARAUDER 125;NO;MARAUDER 125 ;2005;2200;750.00;1050.00;300.00;3558DKH;ZZZZZZZ;27/03/2023
SUZUKI;MARAUDER 125;125;MARAUDER 125 CUSTOM;NO;MARAUDER 125 ;2004;19774;500.00;1050.00;550.00;7024DCM;ZZZZZZZ;19/05/2023
HARLEY DAVIDSON;TOURING ROAD KING CLASSIC;0;TOURING ROAD KING CLASSIC;NO;TOURING ROAD KING CLASSIC ;2002;18000;8500.00;10500.00;2000.00;5350DSM;5cbeb1fc-28a9-4623-8157-0cf0850a0459;31/10/2023
YAMAHA;MT 10;998;MT 10 10;NO;MT 10 ;2016;17397;9500.00;10500.00;1000.00;9955JRM;342c31e0-1fdd-4067-9bb2-80e37ad91e47;26/01/2023
YAMAHA;TENERE 700;689;TENERE 700;;;2022;6904;10000.00;10500.00;500.00;2317MBF;a7527a89-a55d-42c8-955c-420209d14143;13/09/2024
HONDA;FORZA 750;750;FORZA 750;NO;FORZA 750 ;2020;12000;9200.00;10530.00;1330.00;4122LLY;0b0a49e9-8096-42ac-ad0d-5fdd084bab14;15/06/2023
KAWASAKI;VERSYS 1000;1000;VERSYS 1000;NO;VERSYS 1000 ;2020;7500;12150.00;10540.00;-1610.00;9236LKC;26a56205-7375-4740-b722-9c55f1fdf5e3;30/01/2024
SUZUKI;GSX-S 950;1000;GSX-S 950;NO;GSX-S 950 ;2022;5427;9000.00;10540.00;1540.00;0522LZN;668a00a7-9857-4787-97f3-a2d9a396a91c;13/03/2024
BMW;R 1200 GS;1200;R 1200 GS ;NO;R 1200 GS ;2016;112000;8500.00;10590.00;2090.00;9962JMD;94850003-2ea8-428a-b60e-7e9b3926a4a5;05/04/2023
BMW;R 1200 R;1200;R 1200 R ABS;ABS;R 1200 R ABS;2018;9844;8500.00;10590.00;2090.00;6839KLW;0c2e1590-000d-43a4-b083-4dbb59de16e9;30/06/2023
HONDA;X-ADV 750;750;X-ADV ABS;ABS;X-ADV 750 ABS;2021;16300;9350.00;10590.00;1240.00;8412LNN;8452937f-3bc2-43fd-9fa5-226bde0c1166;02/06/2023
INDIAN;SCOUT;1133;Scout Sixty;NO;SCOUT ;2017;23000;8200.00;10590.00;2390.00;0451JZB;ZZZZZZZ;31/07/2023
KAWASAKI;NINJA ZX-6R;600;Zx6r 636;NO;NINJA ZX-6R ;2020;26500;8900.00;10590.00;1690.00;6696LKH;c7d53796-d685-45e0-b3ec-90fad9daa544;27/04/2023
KAWASAKI;Z 1000;1000;Z 1000 SX;NO;Z 1000 ;2018;14000;8800.00;10590.00;1790.00;7451KJG;a157226b-13c4-4350-b11b-7bcc0be51761;30/03/2023
KTM;SUPER DUKE 1290;1290;Super Duke 1290 GT;NO;SUPER DUKE 1290 ;2018;14040;9500.00;10590.00;1090.00;6510KPD;27a6e9f4-a84d-431c-aa51-84501d8ac778;02/03/2023
MOTO GUZZI;V 85 TT;850;V 85 TT 2019;NO;V 85 TT ;2020;700;8320.00;10590.00;2270.00;4174LHL;8848aa18-b492-47fa-80ac-6e7ac6ab0a12;04/10/2023
SUZUKI;GSX-S 1000;1000;GSX-S 1000;NO;GSX-S 1000 ;2023;12930;9300.00;10590.00;1290.00;1105MJB;7300c937-389a-40fc-a720-364b4d178230;16/07/2024
YAMAHA;MT 10;998;MT 10 10;NO;MT 10 ;2016;17397;9501.00;10590.00;1089.00;9955JRM;342c31e0-1fdd-4067-9bb2-80e37ad91e47;26/01/2023
YAMAHA;T-MAX 560;562;T-MAX 560;;;2022;13565;9000.00;10590.00;1590.00;1391LXD;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;06/09/2024
YAMAHA;TRACER 900;900;TRACER 900;NO;TRACER 900 ;2020;5724;9000.00;10590.00;1590.00;8849LHK;74fb6c7b-b67c-4d0b-b0ac-963c1e7e4a93;19/06/2024
HARLEY DAVIDSON;SPORTSTER 1200;1200;SPORTSTER 1200 IRON;NO;SPORTSTER 1200 ;2019;9500;9500.00;10631.00;1131.00;1741KXC;46f4f234-906e-4064-8832-2e1b5cc55558;06/02/2023
HARLEY DAVIDSON;DYNA STREET BOB;;FXDI;NO;DYNA STREET BOB ;2008;65900;9500.00;10640.00;1140.00;1207GJP;f6dce944-193c-446e-955f-fb72848ce5c8;11/03/2024
HONDA;FORZA 750;745;FORZA 750;;;2024;3188;9600.00;10640.00;1040.00;8916MNZ;0b0a49e9-8096-42ac-ad0d-5fdd084bab14;09/09/2024
APRILIA;RS 660;660;RS660 ;NO;RS 660 ;2022;190;9800.00;10669.00;869.00;3436LZH;0a116c30-e4a7-43bf-93da-487e42253e1f;03/11/2022
BMW;F 800 S;800;F 800 S;NO;F 800 S ;2006;37000;2500.00;1067.00;-1433.00;1371FHN;3b9b4962-c348-4adf-b916-4621dccb912d;08/08/2022
APRILIA;RSV 4;999;RSV4 1000;NO;RSV 4 ;2014;17724;8500.00;10690.00;2190.00;5824HWJ;756476ae-b1a8-49fc-86dc-eacca37d28a5;12/07/2024
BMW;F 850 GS;850;F 850 GS;NO;F 850 GS ;2021;38000;10850.00;10690.00;-160.00;9980LPH;0b32b1ef-4a10-40e3-bdbe-c42d053df961;16/05/2024
BMW;R 1200 GS;1200;R1200GS ADVENTURE;NO;R 1200 GS ;2013;83300;11300.00;10690.00;-610.00;6046JZW;94850003-2ea8-428a-b60e-7e9b3926a4a5;27/07/2023
BMW;R 1200 GS;1170;R 1200 GS;;;2015;39303;10000.00;10690.00;690.00;4420JHG;94850003-2ea8-428a-b60e-7e9b3926a4a5;04/09/2024
BMW;R NINE T;1170;NINET URBAN GS;NO;R NINE T ;2017;24555;9600.00;10690.00;1090.00;8183KCH;f8585d56-b642-4b8d-a63d-426a6bba013a;20/03/2023
HARLEY DAVIDSON;SPORTSTER 1200;1200;Sportster Roadster 1200;NO;SPORTSTER 1200 ;2017;18980;9500.00;10690.00;1190.00;7651JXG;46f4f234-906e-4064-8832-2e1b5cc55558;14/04/2023
HARLEY DAVIDSON;SPORTSTER 1200;1200;SPORTSTER 1200 IRON ABS;ABS;SPORTSTER 1200 ABS;2019;23240;9000.00;10690.00;1690.00;9919KSZ;46f4f234-906e-4064-8832-2e1b5cc55558;11/07/2023
HARLEY DAVIDSON;SPORTSTER 1200;1200;SPORSTER FORTY-EIGHT;NO;SPORTSTER 1200 ;2014;18100;9000.00;10690.00;1690.00;7446HYF;46f4f234-906e-4064-8832-2e1b5cc55558;24/10/2023
HONDA;CB 1000 R;1000;CB 1000 R ABS;ABS;CB 1000 R ABS;2018;10000;9050.00;10690.00;1640.00;9951LFP;abac4782-1ff2-4b6f-8df8-e14752cc1ff5;11/05/2023
HONDA;CBR 1000 RR;1000;CBR 1000 RR;;;2016;37200;9300.00;10690.00;1390.00;8910JPN;647c57dc-0beb-4ca9-8264-6ffcb2b0d277;31/10/2024
HONDA;CRF AFRICA TWIN 1000;1000;AFRICA TWIN CRF 1000L;NO;CRF AFRICA TWIN 1000 ;2017;24997;9600.00;10690.00;1090.00;2057JYG;deb620c0-a5bf-4051-8256-1c014e92af79;30/01/2023
HONDA;CRF AFRICA TWIN 1000;1000;CRF 1000 L AFRICA TWIN;NO;CRF AFRICA TWIN 1000 ;2017;22000;9300.00;10690.00;1390.00;2298KKX;deb620c0-a5bf-4051-8256-1c014e92af79;08/08/2023
HONDA;CRF AFRICA TWIN 1000;1000;CRF 1000 DCT;NO;CRF AFRICA TWIN 1000 ;2017;15000;9200.00;10690.00;1490.00;3438JYG;deb620c0-a5bf-4051-8256-1c014e92af79;26/09/2023
HONDA;FORZA 750;750;FORZA 750;NO;FORZA 750 ;2023;6426;9300.00;10690.00;1390.00;3587MFH;0b0a49e9-8096-42ac-ad0d-5fdd084bab14;03/05/2024
HONDA;FORZA 750;750;FORZA 750;NO;FORZA 750 ;2023;9729;9500.00;10690.00;1190.00;8243MGL;0b0a49e9-8096-42ac-ad0d-5fdd084bab14;29/05/2024
KAWASAKI;NINJA 1000 SX;1043;NINJA 1000 SX;;;2021;33000;10000.00;10690.00;690.00;7463LNV;e1983842-f32e-4da8-a047-167b1c2bae69;19/09/2024
KTM;ADVENTURE 1090;1090;ADVENTURE 1090;NO;ADVENTURE 1090 ;2018;31500;9500.00;10690.00;1190.00;9259KLN;e06ab49d-b4ba-4bde-a664-3d6162efcab6;30/10/2023
KTM;ADVENTURE 890;890;890 ADVENTURER;NO;ADVENTURE 890 ;2021;8634;10320.00;10690.00;370.00;6178LTK;e84e3f74-f361-4f16-a2ed-d5693e5d0934;04/01/2024
KTM;ADVENTURE 890;889;890 ADVENTURE;;;2022;17466;9000.00;10690.00;1690.00;1553LZX;e84e3f74-f361-4f16-a2ed-d5693e5d0934;16/09/2024
KTM;SUPER DUKE 1290;1301;1290 SUPER DUKE;;;2018;13147;8800.00;10690.00;1890.00;2476KKH;27a6e9f4-a84d-431c-aa51-84501d8ac778;26/09/2024
TRIUMPH;SCRAMBLER 1200;1200;SCRAMBLER 1200;;;2021;12323;9300.00;10690.00;1390.00;6227LVM;ZZZZZZZ;26/09/2024
YAMAHA;TRACER 9;889;TRACER 9;;;2022;13303;9100.00;10690.00;1590.00;8670LYL;0817ed43-7044-4e98-bc33-ed358f9300b5;02/10/2024
BMW;R NINE T;1170;R NINET;;;2021;2513;8575.00;10699.00;2124.00;2816LPR;f8585d56-b642-4b8d-a63d-426a6bba013a;13/11/2024
HONDA;CMX 1100 REBEL;1100;CMX 1100 REBEL T DCT;NO;CMX 1100 REBEL ;2022;4100;9075.00;10700.00;1625.00;4905LWF;e3ab6bd6-24c1-4111-8fec-99e2338f947d;25/10/2023
YAMAHA;T-MAX 560;560;T-MAX 560 ABS 560;NO;T-MAX 560 ;2020;12069;9600.00;10700.00;1100.00;7076LDT;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;15/05/2023
MOTO GUZZI;V100 MANDELLO;1000;V100 MANDELLO;NO;V100 MANDELLO ;2023;0;6860.00;10736.00;3876.00;"9238MHC
";ZZZZZZZ;22/07/2024
YAMAHA;MIDNIGHT STAR 1900;1854;MIDNIGHT STAR 1900 XV A;NO;MIDNIGHT STAR 1900 ;2017;12600;10000.00;10736.00;736.00;2719KCF;73c4842d-99dc-4408-9a8a-fbee6b52cc4c;29/09/2023
BMW;R 1200 GS;1200;R 1200 GS;NO;R 1200 GS ;2015;41000;9000.00;10740.00;1740.00;6979JHS;94850003-2ea8-428a-b60e-7e9b3926a4a5;30/05/2024
BMW;R NINE T;1170;R NINET;NO;R NINE T ;2021;960;9500.00;10740.00;1240.00;3251LNX;f8585d56-b642-4b8d-a63d-426a6bba013a;19/04/2024
HONDA;CRF AFRICA TWIN 1000;1000;Africa Twin CRF1000L ABS Adventure Sport;ABS;CRF AFRICA TWIN 1000 ABS;2016;40000;9000.00;10740.00;1740.00;4412JNK;deb620c0-a5bf-4051-8256-1c014e92af79;27/03/2023
MV AGUSTA;F3 675;675;F3 675;NO;F3 675 ;2017;28148;10000.00;10740.00;740.00;1420JXB;00eec073-814f-4341-bdb4-5119b30bc9fe;08/05/2024
YAMAHA;T-MAX 560;560;T-MAX 560;NO;T-MAX 560 ;2021;11600;9700.00;10740.00;1040.00;1299LRB;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;24/05/2024
YAMAHA;T-MAX 560;560;T-MAX 560;NO;T-MAX 560 ;2020;8786;9500.00;10740.00;1240.00;1150LFZ;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;04/07/2024
YAMAHA;TRACER 9;889;TRACER 9;NO;TRACER 9 ;2023;1975;9500.00;10740.00;1240.00;2360MLW;0817ed43-7044-4e98-bc33-ed358f9300b5;29/07/2024
HONDA;CRF AFRICA TWIN 1000;1000;CEF1000D2;NO;CRF AFRICA TWIN 1000 ;2018;31860;9700.00;10746.00;1046.00;2438KSN;deb620c0-a5bf-4051-8256-1c014e92af79;14/03/2023
BMW;R 1200 GS;1170;R 1200 GS;;;2018;56587;12000.00;10749.00;-1251.00;6792KHJ;94850003-2ea8-428a-b60e-7e9b3926a4a5;30/10/2024
TRIUMPH;TIGER 900;888;TIGER 900;;;2021;11817;10450.00;10749.00;299.00;2181LMG;c82680b5-389a-4df4-9fd6-2a507d779c61;26/11/2024
YAMAHA;TENERE 700;700;TENERE 700;NO;TENERE 700 ;2023;8387;10150.00;10750.00;600.00;1962MGG;a7527a89-a55d-42c8-955c-420209d14143;23/07/2024
BMW;S 1000 XR;1000;S 1000 XR;NO;S 1000 XR ;2018;29017;11500.00;10777.00;-723.00;7819KNR;763d0044-83f8-4428-b266-5fa90069fc97;26/04/2024
BMW;F 900 XR;895;F 900 XR 2020;NO;F 900 XR ;2020;3600;9000.00;10790.00;1790.00;0779LLN;e382e1d3-d8f5-4b54-ac6a-7c1927ac8ac2;12/09/2023
BMW;F 900 XR;895;F 900 XR 2020;NO;F 900 XR ;2020;13100;9000.00;10790.00;1790.00;9774LKG;e382e1d3-d8f5-4b54-ac6a-7c1927ac8ac2;19/10/2023
DUCATI;DIAVEL 1198;1198;DIAVEL 1198;NO;DIAVEL 1198 ;2012;15398;8000.00;10790.00;2790.00;8370HMF;ZZZZZZZ;28/05/2024
HARLEY DAVIDSON;SPORTSTER 1200;1200;SPORTSTER 1200 IRON ABS;ABS;SPORTSTER 1200 ABS;2019;14359;9000.00;10790.00;1790.00;1768KYZ;46f4f234-906e-4064-8832-2e1b5cc55558;29/09/2023
HONDA;CRF AFRICA TWIN 1000;1000;Africa Twin CRF1000L DCT;NO;CRF AFRICA TWIN 1000 ;2018;37951;9500.00;10790.00;1290.00;7650KGW;deb620c0-a5bf-4051-8256-1c014e92af79;08/02/2023
HONDA;CRF AFRICA TWIN 1000;1000;CRF 1000 L AFRICA TWIN;NO;CRF AFRICA TWIN 1000 ;2018;39850;8850.00;10790.00;1940.00;5577KPW;deb620c0-a5bf-4051-8256-1c014e92af79;31/07/2023
HONDA;X-ADV 750;750;X-ADV 2021;NO;X-ADV 750 ;2021;6750;8725.00;10790.00;2065.00;4945LVD;8452937f-3bc2-43fd-9fa5-226bde0c1166;31/08/2023
KTM;ADVENTURE 1090;1090;1090 Adventure;NO;ADVENTURE 1090 ;2017;9800;9200.00;10790.00;1590.00;7429JVM;e06ab49d-b4ba-4bde-a664-3d6162efcab6;21/03/2023
KTM;ADVENTURE 890;889;890 ADVENTURE;NO;ADVENTURE 890 ;2021;15000;9000.00;10790.00;1790.00;3405LTW;e84e3f74-f361-4f16-a2ed-d5693e5d0934;06/05/2024
KTM;DUKE 890;890;Duke 890 R;NO;DUKE 890 ;2021;1700;9500.00;10790.00;1290.00;4210LTR;b7ad17a0-f2b9-432e-b9ef-c4100ab677f0;24/04/2023
SUZUKI;GSX-S 1000;1000;GSX-S 1000;NO;GSX-S 1000 ;2021;4100;10000.00;10790.00;790.00;1635LTT;7300c937-389a-40fc-a720-364b4d178230;27/01/2023
TRIUMPH;BONNEVILLE T120;1200;BONEVILLE T120 BLACK;NO;BONNEVILLE T120 ;2021;1607;9600.00;10790.00;1190.00;0082LPW;e742f795-5b91-4079-b005-2a0e7a42336a;18/09/2023
YAMAHA;MT 09 SP;890;MT 09 SP;NO;MT 09 SP ;2021;6014;9500.00;10790.00;1290.00;9351LPF;48bff86f-b7db-4a4f-a6a3-e33ce540952d;20/09/2023
YAMAHA;MT 10;998;MT 10;NO;MT 10 ;2019;15500;8900.00;10790.00;1890.00;4448KTL;342c31e0-1fdd-4067-9bb2-80e37ad91e47;03/02/2023
YAMAHA;T-MAX 560;560;T-MAX 560;NO;T-MAX 560 ;2020;10855;9400.00;10790.00;1390.00;1946LJY;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;08/02/2023
YAMAHA;T-MAX 560;560;T-MAX 560;NO;T-MAX 560 ;2020;6100;9500.00;10790.00;1290.00;0174LKJ;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;14/05/2024
BMW;R 1200 RT;1200;R 1200 RT 110 CV;NO;R 1200 RT ;2012;24800;11000.00;10791.00;-209.00;9898HJS;0c3ff9e3-9dfe-4cdc-86c5-489f9129b072;24/02/2023
BMW;R 1200 RS;1170;R 1200 RS;;;2018;17490;9200.00;10799.00;1599.00;4372KPG;08b55f6a-70cc-4400-857d-aa3dcb388273;28/10/2024
KTM;SUPER ADVENTURE 1290;1290;SUPERADVENTURE1290S;NO;SUPER ADVENTURE 1290 ;2019;36000;10500.00;10800.00;300.00;4046KWR;2b7af9f5-9a7c-4ff8-b6d4-f9327697a658;30/06/2022
MV AGUSTA;Turismo Veloce Lusso;798;T.VELOCE LUSSO T.VELOCE LUSSO;NO;Turismo Veloce Lusso ;2016;15200;10000.00;10800.00;800.00;9063JLC;ZZZZZZZ;07/06/2023
YAMAHA;T-MAX 560;560;T-MAX 560 ABS S;NO;T-MAX 560 ;2020;20000;9500.00;10800.00;1300.00;0232LFK;7acabccd-e5d7-429c-a5a2-b9a7a19b3e59;16/03/2023
YAMAHA;TRACER 900;900;TRACER 900 ABS;ABS;TRACER 900 ABS;2020;7200;9800.00;10800.00;1000.00;3547LKL;74fb6c7b-b67c-4d0b-b0ac-963c1e7e4a93;17/07/2023
DUCATI;MULTISTRADA 950;950;MULTISTRADA 950 -;NO;MULTISTRADA 950 ;2019;9800;9500.00;10830.00;1330.00;0959KYV;ac7c76f3-f8bc-4324-8258-27d9bd8db3f3;18/12/2023
DUCATI;MULTISTRADA 950;950;MULTISTRADA 950 -;NO;MULTISTRADA 950 ;2019;9800;9500.00;10830.00;1330.00;0959KYV;ac7c76f3-f8bc-4324-8258-27d9bd8db3f3;18/12/2023
HARLEY DAVIDSON;DYNA STREET BOB;;DYNA;NO;DYNA STREET BOB ;2015;19000;10400.00;10830.00;430.00;0559JDY;f6dce944-193c-446e-955f-fb72848ce5c8;19/03/2024
